Station Code,Name of Monitoring Location,State Name,Temp_Min,Temp_Max,pH_Min,pH_Max,Conductivity_Min,Conductivity_Max,BOD_Min,DOB_Max,Nitrate?N + Nitrite_N Min,Nitrate?N + Nitrite_N Max,Fecal Coliform_Min,Fecal Coliform_Max,Total Coliform_Min,Total Coliform_Max,Total Dissolved Solids_Min,Total Dissolved Solids_Max,Fluoride_Min,Fluoride_Max,Arsenic_Min,Arsenic_Max
26,"BORE WELL AT KANURUPANCHAYAT, VIJAYAWADA",ANDHRA PRADESH,24,24,7.28,7.4,2300,2390,2.2,2.4,3.15,3.77,3,3,11,21,1356,1480,0.38,0.44,BDL,BDL
1513,"BORE WELL AT AUTONAGAR, VIJAYAWADA.( IN THE R/O OF MR SATYANARAYANA PLOT NO:79 H.NO:74?1?7/2C,AUTONAGAR VIJAYAWADA)",ANDHRA PRADESH,24,24,7.07,7.86,2140,2210,2.2,2.2,1.38,3.42,3,4,13,20,1260,1328,0.32,0.36,BDL,BDL
1514,"BORE WELL AT AUTONAGAR, VIJAYAWADA.( IN THE R/O OF MR. VIJAYKUMAR)",ANDHRA PRADESH,25,25,-7.21,7.26,1996,2160,2,2.2,3.61,3.99,3,3,11,15,1178,1260,0.68,0.71,0.0019,0.0019
1516,"BOREWELL OF NAVLOKGARDENS, NELLORE TOWN",ANDHRA PRADESH,20,21,7.85,8.06,1270,1340,1.8,2,1.31,1.43,3,3,14,15,750,790,0.26,0.3,0.0027,0.0027
1517,"BOREWELL NEAR TUNGBHADRA RIVER, MAMIDALAPADU (V),KURNOOL (M)",ANDHRA PRADESH,21,24,7.2,7.5,2068,6410,1.2,1.2,3.12,6.91,9,9,53,53,1349,3846,0.5,1.2,BDL,BDL
1518,BOREWELL AT NANDYAL TOWN,ANDHRA PRADESH,23,25,6.5,7.4,6605,8350,1.2,1.2,2.86,33.62,5,5,40,40,4310,5012,0.6,1.4,BDL,BDL
1519,BOREWELL AT NAGIRI TOWN,ANDHRA PRADESH,25,25,6.5,6.9,1586,1638,BDL,BDL,5.98,9.63,8,8,62,62,952,1069,0.5,0.6,BDL,BDL
1520,BOREWELL NEAR SWARNAMUKHI RIVER ATSRIKALAHASTI TOWN,ANDHRA PRADESH,24,26,7,7.1,775,873,BDL,BDL,0.62,2.34,2,2,34,34,465,570,0.9,0.9,BDL,BDL
1521,"OPEN WELL NEAR RAMA TEMPLE, WARD NO.2, MINDI,VISAKHAPATNAM",ANDHRA PRADESH,26,27,7.57,7.71,1783,2370,1.4,2,9.5,10.29,4,4,64,75,1148,1540,0.23,0.3,0.0005,0.0005
1522,"OPEN WELL PEDDANUVVI,PONNADA (V), ETCHERLA (M)",ANDHRA PRADESH,22,30,7.23,7.77,742,1658,2.5,2.5,1.22,5.66,3,7,64,93,498,982,0.39,0.39,BDL,BDL
1523,BOREWELL NEAR M/S ANDHRA PRADESH,ANDHRA PRADESH,27,30,7.71,7.88,280,762,2,2,0.82,3.9,3,3,28,39,194,484,0.23,0.23,BDL,BDL
1524,OPEN WELL NEAR PARTAP NAGAR BRIDGE ? KAKINADATOWN,ANDHRA PRADESH,25,28,7.44,7.9,1080,1235,1.4,1.4,1.33,8.18,3,4,39,120,722,788,0.3,0.3,BDL,BDL
3087,"BOREWELL NEAR GRAMPANCHAYAT OFFICE, PATHAPADU (V), VIJAYAWADARURAL",ANDHRA PRADESH,24,24,7.25,7.78,2102,2413,1.8,2,1.51,1.95,3,4,14,20,1260,1430,0.56,0.62,BDL,BDL
3089,"HAND PUMP AT TANAM (V),PARAWADA (M)",ANDHRA PRADESH,27,28,5.75,7.27,1640,2740,2.3,2.3,8.74,9.81,3,3,39,64,1034,1680,0.48,0.58,BDL,BDL
3090,"HAND PUMP AT PITTAVANIPALEM (V),PARAWADA (M)",ANDHRA PRADESH,26,27,7.63,7.75,1167,1725,2.1,2.1,9.15,9.84,3,3,39,43,749,1120,BDL,BDL,BDL,BDL
3091,"BORE WELL AT KAPULUPPADADUMPSITE, VISHAKHAPATNAM",ANDHRA PRADESH,22,27,7.26,7.31,3290,3780,2.1,2.2,9.75,11.85,3,11,75,150,2234,2300,0.28,0.95,BDL,BDL
3092,"BORE WELL AT ARINAMAKKIVALASA (V), ETCHERLA (M)",ANDHRA PRADESH,24,30,7.42,8.03,1014,1389,2.2,2.2,7.94,8.71,3,4,21,64,680,880,0.99,0.99,BDL,BDL
3093,"BORE WELL AT ALLADAPALEM(V), PUSAPATIREGA(M)",ANDHRA PRADESH,25,25,7.53,8.21,1156,1390,1.9,1.9,5.62,8.54,3,4,39,64,716,932,0.88,0.98,BDL,BDL
4350,"BOREWELL AT ZP HIGH SCHOOL, UDDANAM REGION, AMALAPADU (V),VAJRAPUKOTTURU (M)",ANDHRA PRADESH,24,32,7.23,7.69,695,1315,1.8,2.7,3.36,9.19,3,3,39,75,458,820,0.31,0.31,BDL,BDL
4353,"BORE WELL AT MANGARAJU HOUSE, GAJAPATHINAGARAMVILLAGE, PAYAKARAOPETA (M)",ANDHRA PRADESH,25,29,7.93,8.15,3460,3890,2,2,10.98,49.22,3,4,64,64,2344,2528,0.27,0.27,0.0006,0.0006
4354,"BORE WELL, SRI NOOKATATA TEMPLE RAJAYYAPETA VILLAGE,NAKKAPALLI (M)",ANDHRA PRADESH,26,27,7.49,7.88,10380,11120,2.1,2.1,8.91,10.05,3,4,43,75,6520,7640,0.46,0.55,BDL,BDL
4355,"BORE WELL, CHIPPADA (V),BHEEMUNIPATNAM (M)",ANDHRA PRADESH,23,28,6.8,7.17,855,858,1.1,1.6,8.88,9.25,3,3,64,64,540,588,0.64,0.64,BDL,BDL
4360,"BORE WELL AT IDA, RAMANAYYAPETA, KAKINADATOWN",ANDHRA PRADESH,24,28,8.07,8.08,798,886,1.1,1.1,3.49,3.92,3,3,28,43,520,538,0.47,0.47,0.0057,0.006
4364,"BORE WALL AT RAJIV GRUHAKALAPA, NEAR AP PAPER MILLS WORKERS COLONY, MALLAYYAPETA, KATHERU,RAJAMAHENDRAVARAM",ANDHRA PRADESH,24,26,7.45,8.29,709,940,1.6,1.6,0.32,8.02,3,3,39,48,458,652,0.27,0.54,0.0006,0.0006
4376,"BOREWELL WATER , APIIC OFFICE, IDA KONDAPALLI, KONDAPALLI (V),IBRAHIMPATNAM (M)",ANDHRA PRADESH,22,24,7.44,7.6,4770,7670,2.8,2.9,2.92,2.98,3,7,23,75,2990,4600,0.93,0.98,0.0007,0.0038
4377,"BOREWELL AT IMITATION JEWELLARY PARK,MACHILIPTNAM TOWN",ANDHRA PRADESH,27,27,8.07,8.19,8920,10200,2.8,2.9,3.34,4.47,3,5,28,64,5440,6120,0.92,0.96,0.0009,0.0009
4380,"BOREWELL WATER , SRI VENKATESWARA SWAMY TEMPLE, VENKATA PALEM (V),TULLUR (M)",ANDHRA PRADESH,21,22,7.26,7.93,802,980,2.2,2.4,0.65,0.71,3,3,9,14,498,584,0.58,0.61,0.0005,0.0036
4382,"BOREWELL AT PEDAKAKANI POLICE STATION, AUTONAGAR,PEDAKAKANI (V & M)",ANDHRA PRADESH,21,22,7.4,7.68,4360,4476,2.2,2.4,4.32,4.83,3,4,15,21,2730,2740,0.4,0.43,0.0049,0.0049
4384,"BOREWELL IN FRONT OF M/S BHAGEERADHA CHEMICALS & INDUSTRIES LTD, CHERUVUKOMMUPALEM (V),ONGOLE (M)",ANDHRA PRADESH,24,25,7.3,7.98,9200,10280,2.4,2.8,8.37,9.1,3,10,39,75,5520,6270,0.99,1.23,0.0012,0.0014
4392,"BOREWELL NEAR SRI GOVINDARAJA SWAMY TEMPLE,TIRUPATI TOWN",ANDHRA PRADESH,24,29,6.6,6.7,1034,1051,BDL,BDL,4.53,8.72,7,7,46,46,631,674,0.8,0.8,BDL,BDL
4393,"CLOSED MSW DUMPSITE,UKKAYAPALLI (V), KADAPA (M)",ANDHRA PRADESH,25,25,7.1,7.2,2408,2603,2,2,9.01,9.42,12,12,69,69,1562,1571,0.8,1.4,BDL,BDL
4394,"BOREWELL AT APIIC OFFICE INDUSTRIAL ESTATE GROWTH CENTRE, THUMAKUNTA (V),HINDUPUR (M)",ANDHRA PRADESH,28,28,6.9,6.9,1806,3170,1.2,1.2,1.19,5.84,8,8,42,42,1178,1902,0.9,1.8,BDL,BDL
4395,"BOREWELL AT APIIC OFFICE INDUSTRIAL ESTATE,ANANTAPUR(M)",ANDHRA PRADESH,27,27,-6.9,7.5,3070,3127,BDL,BDL,7.46,8.26,2,2,27,27,1845,2041,1.3,1.7,BDL,BDL
1533,"GROUND WATER AT DIGBOI,TINSUKIA DISTT., ASSAM",ASSAM,22,27,6.9,7.2,308,313,2.4,2.5,0.8,1,?,?,?,?,176,212,0.3,0.31,0.01,0.01
1534,"GROUND WATER AT KARBIANGLONG TOWN, ASSAM",ASSAM,26,26,7,7,268,268,2.5,2.5,1.4,1.4,?,?,?,?,186,186,0.32,0.32,0.01,0.01
1535,"GROUND WATER AT SIVASAGAR GOVT ME SCHOOL WARD 6, REDCROSS ROAD , ASSAM",ASSAM,20,26,6.8,7,295,298,2.3,2.4,0.8,0.9,?,?,?,?,166,190,0.3,0.31,0.01,0.01
1536,GROUND WATER FROM NEAR BPMS H.S. SCHOOL SONARITOWN DIST CHARAIDEO,ASSAM,22,24,6.9,7.2,378,385,2.5,2.6,0.8,1,360,360,910,910,212,236,0.3,0.31,0.01,0.01
1537,"GROUND WATER FROM JORHATTOWN, ASSAM",ASSAM,18,26,6.9,7.8,274,366,2.4,2.6,0.8,0.9,?,?,?,?,196,204,0.28,0.31,0.01,0.01
1538,"GROUND WATER FROM SILCHARTOWN , ASSAM",ASSAM,24,24,6.8,6.8,126,126,2,2,1,1,BDL,BDL,BDL,BDL,80,80,0.26,0.26,0.01,0.01
1539,"GROUND WATER FROM BARPETATOWN, ASSAM",ASSAM,29,29,7.6,7.6,166,166,2.5,2.5,0.9,0.9,?,?,?,?,124,124,0.32,0.32,0.02,0.02
1540,"GROUND WATER FROMBONAIGAON TOWN, ASSAM",ASSAM,27,30,6.8,6.9,312,318,2.3,2.4,0.7,0.9,?,?,?,?,182,198,0.31,0.32,0.01,0.01
1541,"GROUND WATER FROMNOONMATI GUWAHATI, ASSAM",ASSAM,25,25,6.7,6.8,342,346,2.3,2.5,0.8,0.9,?,?,?,?,190,216,0.3,0.31,0.01,0.01
1542,"GROUND WATER FROM SIJUBARI MAZAR, NATBOMA HATIGAON,GUWAHATI",ASSAM,22,30,7.2,7.4,358,363,2.3,2.4,0.8,0.9,?,?,?,?,122,206,0.3,0.33,0.01,0.01
2243,"GROUND WATER FROM LEDO,MARGHERITA, ASSAM",ASSAM,23,23,6.9,7.4,290,295,2.3,2.4,0.9,1,?,?,?,?,168,180,0.29,0.3,0.01,0.01
2244,"GROUND WATER FROM NAZIRA,ASSAM",ASSAM,20,25,6.9,7.1,356,362,2.4,2.6,0.9,1.1,?,?,?,?,202,226,0.28,0.31,0.01,0.01
2245,"GROUND WATER FROM NUMALIGARH (NEAR NRL TELABOR COLONY), ASSAM",ASSAM,25,26,6.8,6.9,214,220,2.4,2.6,0.8,0.9,?,?,?,?,126,140,0.29,0.31,0.01,0.01
2246,"GROUND WATER FROMSEMENCHAPARI, ASSAM",ASSAM,23,23,7.1,7.1,196,196,2.6,2.6,1.2,1.2,?,?,?,?,136,136,0.33,0.33,0.01,0.01
2247,"GROUND WATER FROMSILAPATHAR, ASSAM",ASSAM,23,23,7,7,264,264,2.5,2.5,1.4,1.4,?,?,?,?,178,178,0.32,0.32,0.01,0.01
2248,"GROUND WATER FROMLAKHIMPUR TOWN, ASSAM",ASSAM,22,26,7.6,7.7,258,262,2.4,2.6,0.7,0.9,?,?,?,?,146,172,0.28,0.33,0.01,0.01
2249,"GROUND WATER FROM TEZPUR(MISSION CHARIALI), ASSAM",ASSAM,26,26,6.8,7,280,280,2.1,2.6,0.8,1.4,BDL,BDL,BDL,BDL,168,190,0.3,0.33,0.01,0.01
2250,"GROUND WATER FROM NAGAON(PANIGAON), ASSAM",ASSAM,24,24,6.9,7.1,320,324,2.5,2.6,0.9,1,?,?,?,?,180,206,0.29,0.31,0.01,0.02
2251,"GROUND WATER FROM JAGIROAD NEAR HPC EFFLUENTDISCHARGE POINT, ASSAM",ASSAM,23,27,6,7,352,358,2.5,2.7,0.9,1,?,?,?,?,202,220,0.29,0.32,0.01,0.01
2252,"GROUND WATER NEAR MSW DUMPING SITE AT GARCHUK?GUWAHATI, ASSAM",ASSAM,22,27,7.1,7.6,392,398,2.7,2.8,1,1.1,?,?,?,?,222,242,0.28,0.3,0.01,0.03
2253,"GROUND WATER FROMNALBARI, ASSAM",ASSAM,19,20,7,7.2,340,344,2.5,2.6,0.9,2.5,?,?,?,?,194,218,0.26,0.3,0.01,0.01
2254,"GROUND WATER FROM BARPETAROAD(RLY STATION), ASSAM",ASSAM,32,32,7.4,7.4,158,158,2.6,2.6,0.9,0.9,?,?,?,?,120,120,0.32,0.32,0.02,0.02
2255,"GROUND WATER NEAR BPRL,DHALIGAON, ASSAM",ASSAM,26,30,6.8,7,310,347,2.5,2.6,0.8,0.9,?,?,?,?,196,198,0.28,0.32,0.01,0.02
2256,"GROUND WATER FROM KOKRAJHAR DISTRICT (HSSCHOOL ), ASSAM",ASSAM,25,30,6.9,7.7,342,348,2.4,2.5,0.8,1,?,?,?,?,196,212,0.32,0.33,0.01,0.02
2257,"GROUND WATER FROM DHUBRI DISTRICT (COLLEGE NAGAR ),ASSAM",ASSAM,24,29,6.8,7.2,316,342,2.4,2.6,0.8,0.9,?,?,?,?,180,210,0.3,0.3,0.01,0.04
2258,"GROUND WATER FROM GOALPARA DIST. (GOALPARACOLLEGE ), ASSAM",ASSAM,27,31,6.8,6.9,332,336,2.3,2.4,1,1.1,?,?,?,?,190,206,0.28,0.31,0.01,0.01
2259,"GROUND WATER FROM DIPHU(GOVT. COLLEGE), ASSAM",ASSAM,28,28,6.9,6.9,264,264,2.6,2.6,1.6,1.6,?,?,?,?,188,188,0.33,0.33,0.01,0.01
2261,"GROUND WATER FROMHAFLONG, ASSAM",ASSAM,14,14,7,7,113,113,2.2,2.2,1,1,?,?,?,?,72,72,0.28,0.28,0.01,0.01
2262,"GROUND WATER FROMKARIMGANJ (COLLEGE), ASSAM",ASSAM,22,24,6.8,6.9,126,132,2.5,2.6,1,1.1,?,?,?,?,80,96,0.31,0.32,0.01,0.01
2263,"GROUND WATER FROM HIALAKANDI (NEAR ASTC BUSSTAND ), ASSAM",ASSAM,24,24,6.9,7,182,186,2.2,2.3,0.8,0.9,?,?,?,?,112,126,0.28,0.31,0.01,0.01
2264,"GROUND WATER IN PANCHGRAM MARKET NEARCACHAR PAPER MILL, ASSAM",ASSAM,22,23,6.8,7.2,152,156,2.4,2.7,0.8,0.9,?,?,?,?,96,106,0.26,0.3,0.01,0.02
3761,GROUND WATER FROMBISWANATH CHARIALI TOWN,ASSAM,22,25,7.4,7.5,262,270,2.4,2.6,0.8,1.1,?,?,?,?,148,158,0.3,0.31,0.01,0.01
3762,"GROUND WATER NEAR MUNICIPAL WASTE PROCESSINGFACILITY, MORABHARLI, TEZPUR",ASSAM,26,26,6.6,7.1,246,278,2.3,2.4,0.8,1.6,BDL,BDL,BDL,BDL,166,166,0.27,0.33,0.01,0.01
3766,GROUND WATER FROMMANGALDOI TOWN,ASSAM,26,27,6.8,7,196,360,2.1,2.2,0.9,1.2,BDL,BDL,BDL,BDL,134,204,0.28,0.36,0.01,0.01
3770,"GROUND WATER NEAR GARMURRECREATION GROUND, JORHAT",ASSAM,20,25,6.9,7,240,245,2.6,2.7,0.9,1,?,?,?,?,140,162,0.28,0.3,0.01,0.01
3771,"GROUND WATER FROM TITABARURBAN WATER SUPPLY, TITABAR",ASSAM,19,26,6.9,8,422,428,2.4,2.5,1,1.1,?,?,?,?,232,266,0.28,0.3,0.01,0.01
3779,"GROUND WATER FROMGARMUR, MAJULI",ASSAM,24,24,6.8,6.8,194,194,2.1,2.1,1.6,1.6,?,?,?,?,132,132,0.33,0.33,0.01,0.01
3782,"GROUND WATER FROM NIZ KODOMONI PWSS COMPLEX,DIBRUGARH",ASSAM,23,23,6.3,6.3,176,176,2.5,2.5,1,1,?,?,?,?,122,122,0.32,0.32,0.01,0.01
3785,"GROUND WATER FROM BORBEEL NO. 1 , RAM NAGAR, DIGBOI, PUBLIC WATER SUPPLY,TINSUKIA",ASSAM,22,23,6.8,6.9,260,264,2.4,2.5,0.9,1,?,?,?,?,150,176,0.28,0.31,0.01,0.01
3790,"GROUND WATER NEAR GOGAMUKH PUBLIC WATER SUPPLY SCHEME, GOGAMUKH,DHEMAJI",ASSAM,23,23,7.1,7.1,212,212,2.2,2.2,1.4,1.4,?,?,?,?,146,146,0.31,0.31,0.01,0.01
3793,"TUBE WELL AT R/O SRI TANKESWAR DAS, RUPJYOTI COLONY (NAGABALI) MUNICIPALITY DUMPING SITE,GOLAGHAT",ASSAM,27,27,7.2,7.2,242,242,2.5,2.5,1,1,?,?,?,?,166,166,0.31,0.31,0.01,0.01
3794,"TUBE WELL AT R/O SRI ANIL BAORA AT BOSAGAON NEAR BY THE ATHKHALIA, NAMGHAR, PO:PULIKAITONI",ASSAM,26,26,7.4,7.5,298,303,2.4,2.6,0.8,0.9,?,?,?,?,170,178,0.28,0.3,0.01,0.01
3795,"TUBE WELL OF WOKHA GORONGA GIRLS ME SCHOOL,GOROUNGA TINIALI, FURKATING",ASSAM,26,26,7.1,7.4,342,345,2.5,2.6,0.9,1,?,?,?,?,192,208,0.3,0.31,0.01,0.01
3801,"GROUND WATER FROM MEHEPUR TRENCHING GROUND,MEHERPUR, CACHAR",ASSAM,23,24,6.8,6.9,201,212,2.4,2.5,0.9,1,?,?,?,?,118,132,0.28,0.31,0.01,0.01
3802,"GROUND WATER FROM MEHEPUR NEAR A CLUSTER OF NURSING HOME & DIAGNOSTICCENTRE, MEHERPUR, CACHAR",ASSAM,23,24,7,7.2,206,216,2.3,2.5,0.8,0.9,?,?,?,?,120,138,0.29,0.31,0.01,0.01
3805,"GROUND WATER NEAR BADARPUR INDUSTRIAL AREA ATBADARPUR GHAT, KARIMGANJ",ASSAM,23,24,6.8,7.2,158,162,2.3,2.4,1,1.1,?,?,?,?,98,112,0.3,0.31,0.01,0.01
3813,"GROUND WATER FROM BONDA,GUWAHATI",ASSAM,24,25,6.7,6.9,324,328,2.4,2.6,0.7,0.9,?,?,?,?,180,206,0.28,0.32,0.01,0.01
3815,"GROUND WATER FROMKHANAPARA, GUWAHATI",ASSAM,24,24,6.8,7,198,346,2.2,2.5,0.7,1,BDL,BDL,BDL,BDL,142,190,0.28,0.32,0.01,0.01
3816,"GROUND WATER FROMBASISTHA, GUWAHATI",ASSAM,24,24,-6.9,7.2,210,370,2.3,2.4,0.8,1.2,BDL,BDL,BDL,BDL,148,202,0.31,0.32,0.01,0.01
3817,"GROUND WATER FROMKAHILIPARA, GUWAHATI",ASSAM,26,27,7.02,7.4,338,352,2.3,2.4,0.8,2.4,BDL,BDL,BDL,BDL,186,220,0.28,0.36,0.01,0.01
3818,"GROUND WATER FROMMALIGAON, GUWAHATI",ASSAM,27,27,6.9,7.4,342,367,2.4,2.7,0.9,1.8,BDL,BDL,BDL,BDL,202,226,0.27,0.32,0.01,0.01
4001,GROUND WATER FROMPANJABARI,ASSAM,24,26,6.8,7,266,330,2.3,2.3,0.8,1.4,BDL,BDL,BDL,BDL,178,188,0.3,0.33,0.01,0.01
4002,GROUND WATER FROMSANTIPUR,ASSAM,27,27,7,7.3,216,346,2.4,2.6,0.8,1.2,BDL,BDL,BDL,BDL,132,190,0.29,0.33,0.01,0.01
4003,GROUND WATER FROM TEZPURCOLLEGIATE HIGH SCHOOL,ASSAM,26,26,7,7,164,254,2.2,2.5,0.7,1.5,BDL,BDL,BDL,BDL,98,178,0.28,0.33,0.01,0.01
4007,GROUND WATER FROM LAKWAH,ASSAM,22,25,6.9,7.2,190,293,2.2,2.6,0.8,1.4,BDL,BDL,BDL,BDL,128,170,0.26,0.32,0.01,0.01
4008,GROUND WATER FROM GELEKY,ASSAM,21,25,7.7,7.7,221,295,2.2,2.5,0.8,0.9,BDL,BDL,BDL,BDL,126,168,0.27,0.34,0.01,0.01
4303,GROUND WATER FROMSATGAON,ASSAM,24,24,6.9,7.3,242,322,2.3,2.4,0.9,1.2,BDL,BDL,BDL,BDL,172,178,0.28,0.32,0.01,0.01
4327,"GROUND WATER FROM RAILWAYSTATION ROAD, ROWTA",ASSAM,25,26,6.7,6.9,212,326,2.2,2.5,0.8,1,BDL,BDL,BDL,BDL,148,188,0.29,0.33,0.01,0.01
4328,"GROUND WATER BESIDE MSWDUMPING SITE, DHEKIAJULI",ASSAM,24,28,6.8,7.8,210,337,2.3,2.6,0.7,1.4,BDL,BDL,BDL,BDL,140,188,0.29,0.3,0.01,0.01
4330,GROUND WATER NEAR PANGRAM STONE CRASHERCLUSTER,ASSAM,22,22,7,7,142,142,2.2,2.2,0.7,0.7,?,?,?,?,88,88,0.3,0.3,0.01,0.01
4333,GROUND WATER FROM DEMOWWATER SUPPLY DEMOW TOWN,ASSAM,25,27,7.2,7.5,220,326,2.2,2.3,0.8,0.8,BDL,BDL,BDL,BDL,128,188,0.27,0.3,0.01,0.01
4335,"GROUND WATER FROM AMGURI,AMGURI TOWN",ASSAM,20,28,7,7.6,242,256,2,2.5,0.8,1.1,BDL,BDL,BDL,BDL,138,146,0.26,0.3,0.01,0.01
4338,GROUND WATER FORM TENGA PUKHURI KUKURACHOWAWATER SUPPLY TENGA PUKHURI,ASSAM,24,26,6.9,7.7,122,267,2.3,2.3,0.8,1.4,BDL,BDL,BDL,BDL,84,158,0.28,0.32,0.01,0.01
4339,"GROUND WATER NEAR NAGAON TOWN PIPE WATER SUPPLYSCHEME(Z?111), NAGAON",ASSAM,21,21,6.9,6.9,186,186,2.5,2.5,1.4,1.4,?,?,?,?,126,126,0.34,0.34,?,?
4340,"GROUND WATER FROM NAGAONCOLLEGE, NAGAON",ASSAM,21,21,6.8,6.8,196,196,2.6,2.6,1.2,1.2,?,?,?,?,134,134,0.33,0.33,0.01,0.01
5143,GROUND WATER FROM DHEKIAJULI TOWNNIJARAPAR)P.O.DHEKIAJULI,ASSAM,24,26,6.8,6.8,206,369,2,2.4,0.7,1.2,BDL,BDL,BDL,BDL,138,208,0.27,0.31,0.01,0.01
1825,"BORE WELL WATER AT KATRA BAZAR WATER TANK,MALSALAMI, PATNA",BIHAR,19,22,7.13,7.18,415,580,?,?,BDL,BDL,4.5,350,7.8,920,294,414,0.34,0.54,?,?
1826,"BORE WELL WATER AT BHOOTNATH ROAD WATER TANKSEC?3, KANKARBAGH,PATNA",BIHAR,28,30,7.2,7.3,418,423,?,?,BDL,BDL,79,79,130,130,288,306,0.51,0.64,?,?
1827,"TAP WATER COMING FROM OVER HEAD TANK PMCHCAMPUS, PATNA",BIHAR,19,22,7.08,7.28,436,514,?,?,BDL,BDL,33,920,49,1600,312,328,0.28,0.49,?,?
1828,"BORE WELL WATER IN CAMPUS OF PATNA WATER BOARD HEAD OFFICE, NEAR HIGH COURT,PATNA",BIHAR,22,30,7.16,7.22,504,533,?,?,BDL,BDL,22,22,130,130,376,384,0.49,0.82,?,?
1829,"BORE WELL WATER FROM IGIMSCAMPUS, PATNA",BIHAR,21,30,7.25,7.46,465,502,?,?,BDL,BDL,BDL,BDL,BDL,BDL,338,362,0.5,0.5,?,?
1830,"BORE WELL WATER (PHED PUMP HOUSE) SADAR HOSPITALCAMPUS, MUZAFFARPUR",BIHAR,27,29,7.1,7.2,1016,1030,?,?,0.31,0.31,130,130,150,150,678,730,0.62,0.62,?,?
1831,"BORE WELL WATER MMC PUMP HOUSE BRAHMPURA NAKA,MUZAFFARPUR",BIHAR,27,29,6.9,6.96,1020,1070,?,?,BDL,BDL,170,350,280,1600,590,738,0.6,0.6,?,?
1832,"TAP WATER IN CAMPUS OF KALI ASTHAN, BISHANPUR,BEGUSARAI",BIHAR,25,26,7.21,7.4,980,1110,?,?,BDL,BDL,7.8,7.8,4.5,23,628,706,0.39,0.39,?,?
1833,"GROUND WATER NEAR TAP WATER IN CAMPUS OF S.POFFICE, POKHARIA, BEGUSARAI",BIHAR,25,26,7.12,7.4,829,980,?,?,BDL,BDL,BDL,BDL,BDL,BDL,588,620,0.27,0.27,?,?
1834,"HAND PUMP WATER NEARGOVT. HOSPITAL, PURNEA",BIHAR,21,28,6.78,7.1,603,707,?,?,0.42,0.42,BDL,BDL,BDL,BDL,424,434,0.23,0.23,?,?
1835,"HAND PUMP WATER NEAR LOWER COURT LOWER COURT,PURNEA",BIHAR,21,26,7.03,7.5,266,596,?,?,1.18,5.23,350,350,540,540,198,422,0.41,0.41,?,?
1836,"HAND PUMP WATER NEAR BUS STAND TILKA MANJHI CHOWK,BHAGALPUR",BIHAR,21,25,6.81,7.45,282,751,?,?,2.23,2.23,920,920,1600,1600,206,572,0.46,1.03,?,?
1837,"GROUND WATER FROM RAILWAYSTATION, BHAGALPUR",BIHAR,23,25,7.38,7.78,729,796,?,?,2.32,3.19,2400,2400,3500,3500,580,606,0.78,1.05,?,?
1838,"GROUND WATER FROM TAP WATER NEAR VEER KUWARSINGH CHOWK, MUNGER",BIHAR,18,29,6.75,7.38,1110,1210,?,?,2.96,3.67,13,130,33,350,872,932,0.54,0.76,?,?
1839,"HAND PUMP WATER IN CAMPUS OF KASTURBA WATER WORKS,MUNGER",BIHAR,18,28,7.24,7.6,351,482,?,?,0.41,0.41,33,350,79,1600,244,332,0.37,1.53,?,?
1840,"TAP WATER PHED PUMP HOUSEMAIN ROAD, MOTIHARI",BIHAR,23,30,7.06,7.3,856,1060,?,?,BDL,BDL,13,13,23,23,624,648,0.29,0.29,?,?
1841,"GROUNDWATER WATER FROM T. MODAL INTER SCHOOL, G.BROAD, GAYA",BIHAR,26,27,7.08,7.28,1026,1200,?,?,0.88,0.88,33,33,240,240,840,888,0.48,0.74,?,?
1842,"BOREWELL WATER DANDIBAGHWATER WORKS, PHED, GAYA",BIHAR,26,29,7.4,7.85,350,563,?,?,0.92,1.59,BDL,BDL,BDL,BDL,240,418,0.35,1.13,?,?
1843,"SUPPLY WATER  NEAR BUSSTAND, RAJGIR",BIHAR,27,30,6.98,7.19,375,1020,?,?,5.22,5.22,2,2,4.5,7.8,282,792,0.46,0.8,?,?
1844,"BORE WELL WATER NEAR COMMISSIONARY OFFICE,CHAPRA",BIHAR,22,24,7.05,7.05,1080,1220,?,?,0.76,0.76,4.5,4.5,13,13,810,830,0.51,0.63,?,?
2576,"HAND PUMP WATER AT CIVILCOURT, AURANGABAD",BIHAR,28,28,7.39,7.39,633,633,?,?,BDL,BDL,BDL,BDL,BDL,BDL,450,450,1.48,1.48,?,?
2577,"HAND PUMP WATER AT COURTCAMPOUND, ARARIA",BIHAR,25,26,6.8,6.82,241,386,?,?,3.83,5.23,33,33,4.5,130,162,162,0.48,0.48,?,?
2578,"HAND PUMP WATER AT SARDAR PATEL BUS STAND, ARA,BHOJPUR",BIHAR,19,25,7.2,7.45,559,1040,?,?,1.47,1.69,140,140,220,220,380,612,0.44,0.56,?,?
2579,"TUBE WELL WATER ATCOLLECTRIATE CAMPUS, BUXAR",BIHAR,25,25,7.1,7.63,772,873,?,?,1.58,2.01,350,350,540,540,492,608,0.63,0.71,?,?
2580,"HAND PUMP WATER FROM NAGAR PARISHAD OFFICE,BHABHUA",BIHAR,29,30,7.11,7.29,680,810,?,?,1.09,1.09,2,13,7.8,23,470,532,0.82,0.83,?,?
2581,"HAND PUMP WATER AT KILA GATE NEAR RAMBAGH MITHILAUNIVERSITY, DARBHANGA",BIHAR,26,27,7.6,7.61,594,602,?,?,BDL,BDL,13,13,33,33,392,424,0.85,0.97,?,?
